// TBullets Exported with Litcube's Weapons Editor V0.2 --*-- 75
55;38;
effects\weapons\bullet_palc;0;0;0;0;-1;8173;3334;162;317;6200;2000000;0;192;192;192;0.1;0.1;5.0;0;217;117;1667;0;112;0;255;0;0;0;0;0;0;0;0;0;0;1488;744;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PALC;
effects\weapons\bullet_psg;0;0;0;0;-1;8183;1600;38;318;5000;2116000;512;200;128;255;1.2;1.2;2.0;0;218;118;800;0;112;0;255;0;85;1000;0;0;0;0;0;0;0;681;341;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PSG;
effects\weapons\bullet_scc;0;0;0;0;-1;8193;3090;140;319;4600;3500000;256;255;255;255;2.0;2.0;2.0;304;219;119;1545;0;112;0;255;0;0;0;0;0;0;0;0;0;0;1538;769;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_SSC;
effects\weapons\bullet_ppc;0;0;0;0;-1;8203;21792;1588;320;18000;1000000;0;192;192;0;0.1;0.1;5.0;0;220;120;10896;0;112;0;255;0;0;0;0;0;0;0;0;4;4;10865;5432;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PPC;
effects\weapons\bullet_ic;0;0;0;0.25;-1;8213;20979;1440;321;17868;1100000;1024;192;192;0;0.4;0.4;5.0;309;221;121;6993;0;112;0;255;0;10;2000;20;0;0;0;0;0;0;10848;3616;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IC;
effects\weapons\bullet_gc;0;0;0;-0.5;-1;8223;3922;238;322;4600;3500000;0;192;192;0;0.6;0.6;2.0;307;222;122;1961;0;112;0;255;0;0;0;0;0;0;44;5;0;0;1967;983;94;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GC;
effects\weapons\bullet_ibl;0;0;0;0;-1;8233;15236;987;323;18382;900000;8192;192;192;0;0.3;0.3;5.0;306;223;123;7618;0;112;0;255;700;0;0;0;0;0;0;0;2;2;7331;3666;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IBL;
effects\weapons\bullet_psp;0;0.299988;0.299988;-0.100006;-1;8243;23582;1799;324;10000;1875000;0;192;192;0;0.1;0.1;5.0;301;224;124;11791;0;112;0;255;5000;0;0;0;0;0;0;0;2;2;12156;6078;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PSP;
effects\weapons\bullet_pbc;0;0;0;0;-1;8253;1806;55;325;12252;800000;1026;192;192;192;1.0;1.0;3.0;0;225;125;903;0;111;0;255;0;0;0;60;0;0;0;0;0;0;724;362;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PBC;
effects\weapons\bullet_tbc;0;0;0;0;-1;8263;5134;250;326;6300;2400000;0;192;192;192;1.0;1.0;5.0;0;226;126;2567;0;112;0;255;0;0;0;10;0;0;0;0;0;0;2460;1230;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_TBC;
effects\weapons\bullet_fbc;0;0;0;0;-1;8273;6600;500;327;6984;2050000;512;0;50;192;1.3;1.3;5.0;0;227;127;3300;0;112;0;255;0;20;2000;0;0;0;0;0;0;0;3084;1542;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FBC;
effects\weapons\bullet_ire;0;0;0;0;-1;0;1;5;329;7462;800000;0;255;255;255;0.065;0.065;4.0;0;229;129;0;0;112;0;255;0;0;0;0;0;0;37;12;0;0;0;0;128;10000;25;1;0;10000;-100000;0;0;UNUSED;
effects\weapons\bullet_apc;0;0;0;0.699997;-1;9507;146;2;330;2122;2481500;0;128;0;255;0.965;0.965;6.0;0;230;130;73;0;112;0;255;0;0;0;0;0;0;0;0;0;0;53;27;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_APC;
effects\weapons\bullet_grc;0;0;0;0.699997;-1;9501;918;29;331;5792;1373500;0;128;0;255;1.0;1.0;8.0;0;231;131;459;0;112;0;255;0;0;0;0;0;0;0;0;0;0;357;179;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GRC;
effects\weapons\bullet_paa;0;0;0;0.699997;-1;9503;6612;409;332;9600;1750000;0;128;0;255;1.0;1.0;8.0;0;232;132;3306;0;112;0;255;0;0;0;0;0;0;0;0;0;0;3250;1625;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PAA;
effects\weapons\bullet_akyon;0;0;0;0.699997;-1;4643;590;8;333;3632;2500000;0;128;0;255;0.965;0.965;6.0;0;233;133;295;0;112;0;255;0;0;0;0;0;0;0;0;0;0;243;121;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_AKE;
effects\weapons\bullet_bkyon;0;0;0;0;-1;4653;5362;79;337;11096;1300000;0;255;255;255;1.0;1.0;8.0;0;234;137;2681;0;112;0;255;0;0;0;0;0;0;0;0;0;0;2462;1231;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_BKE;
effects\weapons\bullet_gkyon;0;0;0;0;-1;4663;23532;897;335;18000;1100000;0;255;255;0;1.0;1.0;8.0;310;235;135;11766;0;112;0;255;0;0;0;0;0;0;0;0;0;0;12248;6124;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GKE;
effects\weapons\bullet_Repair;0;0;0;0;-1;6713;294;5;336;2860;1600000;162;255;150;1;1.0;1.0;5.0;0;236;136;147;0;122;0;255;0;0;0;0;0;0;0;0;0;0;102;51;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_RL;
effects\weapons\bullet_pg;0;0;0;0;-1;9505;222;5;328;3732;1795000;0;255;255;255;0.095;0.095;6.0;0;228;128;111;0;112;0;255;0;0;0;0;0;0;0;12;0;0;83;41;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PG;
effects\weapons\bullet_mds;0;0;0;3.5;-1;4633;1000;1;337;10000;372000;0;255;150;1;2.0;2.0;5.0;0;237;137;500;0;112;0;255;0;0;0;0;0;0;0;0;0;0;333;166;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_MDS;
