// Created with X3 Editor 2 (2.0.27.0)
// Plugin T File Editor (1.1.19.0)
55;38;
effects\weapons\bullet_PR_alpha;0;0;0;0;-1;8163;16410;0;330;8600;1000000;0;255;255;255;0.5;0.5;5.0;0;230;101;6312;0;0;0;255;0;25;2000;0;0;0;37;2;0;0;2734;1054;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_CFA;
effects\weapons\bullet_psg;0;0;0;0.35;-1;8173;10889;0;322;4400;2000000;0;255;255;255;2.0;2.0;5.0;308;201;109;4188;0;0;0;255;0;0;0;0;0;0;0;0;0;0;1839;707;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PALC;
effects\weapons\bullet_LS_alpha;0;0;0;0;-1;8183;7561;0;302;4200;2000000;0;255;255;255;0.5;0.5;5.0;0;202;105;2908;0;0;0;255;0;85;1000;0;0;0;0;0;0;0;1221;470;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PSG;
effects\weapons\bullet_empc;0;0;0;0;-1;8193;9157;0;302;4400;2000000;0;255;255;255;0.5;0.5;5.0;0;207;118;3522;0;0;0;255;0;0;0;0;0;0;0;0;0;0;1533;589;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_SSC;
effects\weapons\bullet_ic;0;0;0;0.65;-1;8203;10870;0;320;3400;3500000;0;255;255;255;2.0;2.0;5.0;304;220;113;6129;0;0;0;255;0;0;0;0;0;0;0;0;4;4;1859;1048;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PPC;
effects\weapons\bullet_grc;0;0;0;0;-1;8213;8719;0;306;4800;3000000;0;255;255;255;1.0;1.0;5.0;0;206;106;4371;0;0;0;255;0;10;2000;20;0;0;0;0;0;0;1478;741;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IC;
effects\weapons\bullet_ibl;0;0;0;0.85;-1;8223;5216;0;302;4000;3500000;0;255;255;255;1.0;1.0;5.0;306;202;134;3922;0;0;0;255;0;0;0;0;0;0;44;5;0;0;899;676;94;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GC;
effects\weapons\bullet_GaussCannon;0;0;0;0;-1;8233;15198;0;335;3000;3500000;0;255;255;255;4.0;4.0;5.0;310;235;113;8571;0;0;0;255;0;0;0;0;0;0;0;0;2;2;2540;1432;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_IBL;
effects\weapons\bullet_ppc;0;0;0;0.733333;-1;8243;31364;0;324;4400;3500000;0;255;255;255;1.0;1.0;5.0;0;224;126;23582;0;0;0;255;0;0;0;0;0;0;0;0;2;2;5356;4027;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PSP;
525;0;0;0;0;-1;8253;12012;0;0;1600;6000000;2;255;255;255;2.0;2.0;5.0;0;18;0;6006;0;0;0;0;0;50;10000;60;100;10000;0;0;0;0;1895;947;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PBC;
effects\weapons\bullet_LS_beta;0;0;0;0;-1;8263;3425;0;302;2800;3500000;0;255;255;255;0.5;0.5;5.0;0;202;127;2060;0;0;0;255;0;0;0;10;0;0;0;0;0;0;569;342;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_TBC;
effects\weapons\bullet_PR_beta;0;0;0;0;-1;8273;3272;0;330;3400;3500000;0;255;255;255;0.5;0.5;5.0;0;230;114;3075;0;0;0;255;0;20;2000;0;0;0;0;0;0;0;545;516;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_FBC;
effects\weapons\bullet_fbc;0;0;0;0;-1;76084;25752;0;329;4200;1000000;0;255;255;255;2.0;2.0;8.0;0;18;129;12876;0;0;0;255;0;0;0;0;0;0;37;12;0;0;4269;2134;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_RG;
effects\weapons\bullet_GaussCannon;0;0;0;0;-1;9507;428;0;302;1800;750000;0;255;255;255;2.0;2.0;5.0;0;207;107;1286;0;0;0;255;0;0;0;0;0;0;0;0;0;0;66;196;5;10000;25;1;0;10000;-100000;0;0;SS_BULLET_APC;
effects\weapons\bullet_ipg;0;0;0;0;-1;9501;5972;0;302;1900;1000000;0;255;255;255;2.0;2.0;5.0;309;207;118;2297;0;0;0;255;0;0;0;0;0;0;0;0;0;0;942;362;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GRC;
effects\weapons\bullet_paa;0;0;0;0;-1;9503;7328;0;310;2500;1250000;0;255;255;255;0.5;0.5;5.0;308;210;109;5510;0;0;0;255;0;0;0;0;0;0;0;0;0;0;1214;913;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PAA;
effects\weapons\bullet_akyon;0;0;0;0.699997;-1;4643;2363;0;333;4600;1500000;0;255;255;255;1.0;1.0;6.0;0;233;133;1182;0;0;0;255;0;0;0;0;0;0;0;0;0;0;372;186;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_AKE;
effects\weapons\bullet_bkyon;0;0;0;0;-1;4653;21451;0;337;5400;2000000;0;255;255;255;1.0;1.0;8.0;0;233;133;10726;0;0;0;255;0;0;0;0;0;0;0;0;0;0;3474;1737;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_BKE;
effects\weapons\bullet_gkyon;0;0;0;0;-1;4663;94130;0;335;5600;3500000;0;255;255;255;1.0;1.0;8.0;0;235;135;94130;0;0;0;255;0;0;0;0;0;0;0;0;0;0;16680;16680;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_GKE;
effects\weapons\bullet_Repair;0;0;0;0;-1;6713;0;0;336;1000;50000;162;255;255;255;1.0;1.0;5.0;0;236;136;1000;0;122;0;255;0;0;0;0;0;0;0;0;0;0;0;0;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_RL;
effects\weapons\bullet_mds;0;0;0;1.033333;-1;9505;2660;0;302;2300;750000;0;255;255;255;2.0;2.0;5.0;0;207;107;886;0;0;0;255;0;0;0;0;0;0;0;12;0;0;408;136;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_PG;
effects\weapons\bullet_mds;0;0;0;3.5;-1;4633;8;0;337;4000;1000000;0;255;255;255;2.0;2.0;5.0;0;237;137;4;0;0;0;255;0;0;0;0;0;0;0;0;0;0;2;1;128;10000;25;1;0;10000;-100000;0;0;SS_BULLET_MDS;
